,IO,compute,conclude,n,prepare,total,universe,wait
0,65.29143571853638,2427.6765098571777,0.0001590251922607422,1.0,1.5974044799804688e-05,2494.2611339092255,0.8689720630645752,0.02392101287841797
1,33.1697051525116,1248.9819774627686,0.00015592575073242188,2.0,2.4080276489257812e-05,1283.4349210262299,0.8732340335845947,0.037030935287475586
2,22.037304878234863,872.6668200492859,0.00014901161193847656,3.0,1.5020370483398438e-05,895.681972026825,0.8981730937957764,0.02829885482788086
3,16.986919164657593,696.6616065502167,0.00015211105346679688,4.0,1.71661376953125e-05,714.6599299907684,0.8944840431213379,0.044569969177246094
4,14.250730514526367,595.8903687000275,0.00016498565673828125,5.0,1.811981201171875e-05,611.1554551124573,0.8907968997955322,0.061129093170166016
5,11.763020753860474,498.0593581199646,0.00018906593322753906,6.0,1.811981201171875e-05,511.1959750652313,0.9686939716339111,0.04182291030883789
6,10.15461277961731,440.71579003334045,0.000164031982421875,7.0,1.7881393432617188e-05,451.88917899131775,0.8921329975128174,0.05672097206115723
7,8.668340921401978,382.6147713661194,0.0001678466796875,8.0,1.6927719116210938e-05,392.37915897369385,0.9743239879608154,0.08798813819885254
8,7.889159679412842,378.6435720920563,0.0001780986785888672,9.0,1.5974044799804688e-05,387.5904788970947,0.9142909049987793,0.09795093536376953
9,7.907485723495483,346.843852519989,0.00017690658569335938,10.0,1.8835067749023438e-05,355.8660981655121,0.9738790988922119,0.08272314071655273
10,6.675512313842773,299.0472135543823,0.00019407272338867188,11.0,1.8835067749023438e-05,306.8670392036438,1.0030970573425293,0.07506084442138672
11,6.8614161014556885,299.00163865089417,0.0001690387725830078,12.0,2.002716064453125e-05,307.39474081993103,1.3055870532989502,0.1605238914489746
12,6.532312631607056,280.3550179004669,0.00016999244689941406,13.0,2.09808349609375e-05,288.00280117988586,0.9811701774597168,0.07976913452148438
13,5.146616220474243,250.26178812980652,0.00019502639770507812,14.0,1.8835067749023438e-05,256.5366401672363,0.9785451889038086,0.07999396324157715
14,5.477812051773071,244.11277031898499,0.0001690387725830078,15.0,2.09808349609375e-05,250.7955870628357,1.003309965133667,0.15659093856811523
15,5.450163841247559,241.9451675415039,0.00016689300537109375,16.0,2.193450927734375e-05,248.59793901443481,1.0819368362426758,0.08404994010925293
16,5.025152206420898,211.90410113334656,0.00017786026000976562,17.0,3.314018249511719e-05,218.44349312782288,1.2256641387939453,0.2057349681854248
17,4.899385690689087,224.10458374023438,0.00018286705017089844,18.0,2.09808349609375e-05,230.26656699180603,1.0496699810028076,0.12912797927856445
18,4.205669403076172,219.96581625938416,0.0002009868621826172,19.0,2.288818359375e-05,225.2386679649353,0.9622149467468262,0.06801009178161621
19,4.352480888366699,200.66438555717468,0.000186920166015625,20.0,2.5033950805664062e-05,206.5195529460907,1.22041916847229,0.2382979393005371
20,4.197802305221558,188.6310155391693,0.00023412704467773438,21.0,2.288818359375e-05,194.46776485443115,1.3010268211364746,0.26386499404907227
21,4.040289878845215,180.28654837608337,0.00017404556274414062,22.0,2.5987625122070312e-05,185.9869349002838,1.2862639427185059,0.2966289520263672
22,3.4707677364349365,175.0677993297577,0.00018715858459472656,23.0,2.3126602172851562e-05,179.69924402236938,0.9978079795837402,0.07532882690429688
23,3.5754337310791016,166.69696807861328,0.00017380714416503906,24.0,2.09808349609375e-05,171.85331296920776,1.231144905090332,0.2651350498199463
0,67.23065829277039,2435.7987122535706,0.00015115737915039062,1.0,1.3113021850585938e-05,2504.3141338825226,0.8619499206542969,0.020566940307617188
1,32.60266184806824,1216.5613248348236,0.00015497207641601562,2.0,1.71661376953125e-05,1250.131560087204,0.877875804901123,0.025656938552856445
2,21.773581743240356,849.489667892456,0.00014901161193847656,3.0,1.6927719116210938e-05,872.2798798084259,0.8952960968017578,0.03546786308288574
3,16.39043641090393,648.46471118927,0.00014019012451171875,4.0,1.5974044799804688e-05,665.8249089717865,0.8967921733856201,0.040058135986328125
4,13.22388243675232,549.5878548622131,0.00014710426330566406,5.0,1.5020370483398438e-05,563.8310589790344,0.905371904373169,0.03677701950073242
5,11.045622110366821,430.2995665073395,0.00015616416931152344,6.0,1.5974044799804688e-05,442.334890127182,0.901278018951416,0.03869795799255371
6,9.658729076385498,404.71396470069885,0.0001518726348876953,7.0,1.5974044799804688e-05,415.3681728839874,0.9112639427185059,0.05233287811279297
7,8.224747657775879,345.2658498287201,0.00015306472778320312,8.0,1.6927719116210938e-05,354.5508818626404,0.8998329639434814,0.08204793930053711
8,7.432268142700195,315.70478534698486,0.00015687942504882812,9.0,1.6927719116210938e-05,324.1267728805542,0.8906149864196777,0.04712510108947754
9,6.597800016403198,293.37700295448303,0.00015592575073242188,10.0,1.9073486328125e-05,301.0143220424652,0.9159300327301025,0.050163984298706055
10,6.125138759613037,258.40518260002136,0.00015497207641601562,11.0,1.6927719116210938e-05,265.58563017845154,0.9029991626739502,0.07915019989013672
11,5.519089460372925,257.5961573123932,0.0001621246337890625,12.0,2.09808349609375e-05,264.2112500667572,0.9220418930053711,0.09230494499206543
12,5.121483087539673,226.76694655418396,0.00015616416931152344,13.0,1.811981201171875e-05,232.93240404129028,0.9250810146331787,0.06573104858398438
13,4.750779867172241,227.97607231140137,0.00016307830810546875,14.0,2.002716064453125e-05,233.76296401023865,0.9285171031951904,0.05705404281616211
14,4.575687885284424,201.53323888778687,0.00015878677368164062,15.0,2.002716064453125e-05,207.24843311309814,0.9313609600067139,0.17334604263305664
