,IO,IO_std,compute,compute_std,conclude,conclude_std,n,prepare,prepare_std,total,total_std,universe,universe_std,wait,wait_std
1,64.85331740379334,0.10454834762735746,1.2899231910705566,0.023529232550817288,0.00034441947937011717,0.00010690735345548107,1.0,8.106231689453125e-06,5.331201499700045e-07,71.7252324104309,8.071715862402911,1.051232671737671,0.27686153047808687,4.44001202583313,8.167437464825266
1,32.43677864074707,0.061863339777011576,0.6440829753875732,0.00505892202326098,0.00024399757385253906,0.00014433469710331027,2.0,8.0108642578125e-06,1.5868722240728127e-06,44.590738248825076,13.492117376550993,0.9730678558349609,0.08840692920709371,10.471421003341675,13.406644193869358
1,21.60792484283447,0.06336130726570434,0.42893080711364745,0.0036962929717951807,0.0003861904144287109,0.00010328773305078774,3.0,7.62939453125e-06,6.529361695112778e-07,33.57392482757568,9.927682713260493,1.2411652565002442,0.5349431189319148,10.205664587020873,9.911029820791793
1,16.257869672775268,0.056919359338321485,0.3284625053405762,0.004226983331397724,0.00036602020263671876,0.00018277994602969487,4.0,7.534027099609375e-06,1.1631308477068394e-06,22.421719551086426,5.041790268315245,0.979034423828125,0.07535171325325161,4.771092414855957,5.031636952279626
1,13.025896263122558,0.03251261843371006,0.264159107208252,0.00626259593231022,0.00045037269592285156,0.00014061654124761247,5.0,7.724761962890625e-06,4.6476337169689957e-07,18.561783409118654,5.440784320883456,1.0390608787536622,0.11825035745190919,4.1540186405181885,5.389584944598727
1,10.855916023254395,0.06720278727602369,0.2234349250793457,0.012521290209126557,0.0004333972930908203,9.42315163432567e-05,6.0,8.249282836914063e-06,7.463682099580063e-07,19.102325201034546,7.526424346327417,0.9914220809936524,0.12125840071498518,6.9522057056427,7.531698054327775
1,9.302924251556396,0.023188154148980317,0.1893704891204834,0.006338665585533201,0.0005417823791503906,9.292524313754042e-05,7.0,8.0108642578125e-06,6.868772645420043e-07,19.220516872406005,10.720201524585997,1.254051923751831,0.6577333388301626,8.388877487182617,10.986294540928126
1,8.187127065658569,0.06490770630762478,0.1768718719482422,0.010729148296740059,0.0004738807678222656,8.037510758760307e-05,8.0,1.0204315185546874e-05,2.2830991019962524e-06,16.916086149215698,10.585240922611566,1.3202123641967773,0.7971809585481843,7.150047254562378,10.818283052036744
1,7.269717693328857,0.0510886202686385,0.15141139030456544,0.006893287925654097,0.0006318092346191406,7.76062546355588e-05,9.0,9.632110595703125e-06,8.529922399520072e-07,14.07153058052063,6.934361756616105,0.9803781986236573,0.07873846752973122,5.593170976638794,6.919791024954161
1,6.693277168273926,0.215012548359802,0.1555947780609131,0.022595578085892267,0.0006572246551513672,3.330213439105702e-05,10.0,1.010894775390625e-05,9.01587982234432e-07,14.318931579589844,10.369556112436268,1.0239463806152345,0.04331199037897779,6.353248405456543,10.587094577047916
1,6.121763849258423,0.21054037965670516,0.14303646087646485,0.014083743472874352,0.0006769657135009766,4.8203201578111454e-05,11.0,1.0633468627929688e-05,5.741879739185475e-07,10.889434623718262,5.979258184156241,1.0845423221588135,0.2661227821661564,3.454185390472412,5.851567260647738
1,5.5154700756073,0.1034616076031154,0.12621431350708007,0.013434171453860114,0.000634765625,0.00010796447806858953,12.0,1.0347366333007812e-05,9.476951081443686e-07,11.153859376907349,6.119026518075864,1.0153782844543457,0.10624619019552597,4.394210577011108,6.248285289984081
1,5.106757020950317,0.10674171063011505,0.11925044059753417,0.01591408117885983,0.0006153583526611328,9.026229534080839e-05,13.0,1.049041748046875e-05,1.572478527816882e-06,11.3358943939209,7.555914295830048,1.1969119548797607,0.12570633169709935,4.805983829498291,7.642117280052491
1,4.731935644149781,0.14876920440590105,0.10758376121520996,0.020563193841689333,0.0006000995635986328,7.298159776536824e-05,14.0,1.0156631469726563e-05,8.189947146090349e-07,11.161873197555542,6.137651339280985,1.0315279483795166,0.12048870768453002,5.181214952468872,6.348695838210241
1,4.522930669784546,0.05102584689621497,0.11503314971923828,0.006800997296087386,0.000668191909790039,2.041829294899121e-05,15.0,1.0442733764648437e-05,1.6292905390996825e-06,6.7874260425567625,0.7815922347434062,1.026945161819458,0.09291748967087753,1.0057250022888184,0.8486522970395014
1,4.189936828613281,0.10136122508973004,0.10327324867248536,0.016039758917408053,0.0006440162658691406,5.870628462281157e-05,16.0,1.220703125e-05,1.917751078814526e-06,9.752720212936401,7.337281026415127,1.2428991317749023,0.09126252845426465,4.100036668777466,7.503531699048073
1,4.122741460800171,0.12124486145675509,0.11046228408813477,0.006752033812822954,0.0006604194641113281,0.00013127135137866997,17.0,1.1396408081054687e-05,8.984300461490998e-07,5.830622768402099,0.34741539125314874,1.1495928287506103,0.06887858277890622,0.3331128120422363,0.39769064974929624
1,3.857038736343384,0.1734683296590123,0.1018364429473877,0.01761145284893873,0.0006837844848632812,3.625491409489056e-05,18.0,1.1777877807617187e-05,1.1131875543526414e-06,8.170175170898437,5.986538173601271,1.1159101486206056,0.11578247209122894,2.96177020072937,6.236327807516214
1,3.692142152786255,0.046241359681926816,0.09783577919006348,0.00392180937368094,0.0006525993347167968,9.091416573647048e-05,19.0,1.1873245239257812e-05,1.0310053019733264e-06,5.26557502746582,0.03405691972890507,1.1897314548492433,0.047231883656972444,0.1876376152038574,0.017987879713585536
1,3.459198522567749,0.1319267886740219,0.09485096931457519,0.01692763319581349,0.000679922103881836,4.440522833897953e-05,20.0,1.2159347534179688e-05,1.7681595056285055e-06,10.691609334945678,12.316034094470972,1.1571492195129394,0.13044799515355207,5.826474380493164,12.610634705524642
1,3.4418660163879395,0.04755141784464652,0.0962432861328125,0.004704868310078455,0.0006847858428955078,5.721857147282577e-05,21.0,1.1348724365234375e-05,1.0873560191146258e-06,5.086975622177124,0.02981616552254436,1.2185173511505127,0.023214555229256358,0.1936580181121826,0.012573055005640528
1,3.351605463027954,0.04294084425195638,0.10360665321350097,0.014248291544533869,0.0006951332092285156,0.00010239440966988928,22.0,1.220703125e-05,1.521028319142969e-06,5.040685606002808,0.07976849117980093,1.2329698562622071,0.05045794850631859,0.20676188468933104,0.016756428480965826
1,3.293544626235962,0.2586867804575454,0.09287514686584472,0.022826516310109683,0.0006829738616943359,8.279024653285748e-05,23.0,1.18255615234375e-05,1.4364595729248113e-06,5.56571044921875,1.022396280831691,1.2296293735504151,0.05292857186757319,0.7978114128112793,1.3042348643911248
1,3.269053506851196,0.12128891851948319,0.08757500648498535,0.008839946278135922,0.00067901611328125,0.0001025299688405414,24.0,1.2826919555664062e-05,9.141106373157889e-07,5.308597707748413,0.1232938740385315,1.604619836807251,0.12401200097665342,0.2251948356628418,0.01952098122309406
