,IO,IO_std,compute,compute_std,conclude,conclude_std,n,prepare,prepare_std,total,total_std,universe,universe_std,wait,wait_std
1,76.63241066932679,21.1615299828814,1.4627835273742675,0.41911557280233236,0.00037946701049804685,8.194571772404884e-05,1.0,9.202957153320313e-06,2.1029545851898145e-06,80.03446760177613,21.972353179873167,1.1048696041107178,0.31210228640065873,0.7272255897521973,0.31995365211738064
1,36.74489774703979,10.096447503866889,0.7320820808410644,0.21675084361637437,0.0002826213836669922,0.00012997362106986407,2.0,1.2826919555664062e-05,3.0411222021900834e-06,39.26276965141297,10.771257212157701,1.0942381858825683,0.3284046768516343,0.6038092136383056,0.09577771676222911
1,18.68568334579468,5.700568304840751,0.36857972145080564,0.11110174809009235,0.00055694580078125,0.00015407882529729343,4.0,1.1587142944335938e-05,2.0481807322420627e-06,21.045561265945434,6.246996786520512,1.0912004470825196,0.32293210119102084,0.8177599430084228,0.09585700041103515
1,16.489737939834594,1.1591046264779417,0.16960358619689941,0.0043203188124766425,0.0006010055541992188,0.0001564532254692155,8.0,1.3589859008789062e-05,2.9394216551632767e-06,18.976106023788454,1.2099310459289563,1.0144333362579345,0.07052700152772344,1.2094857692718506,0.01311757483226663
1,14.470973777770997,0.8888058781129309,0.08798623085021973,0.002067007763901009,0.0007081508636474609,0.00017590229668454254,16.0,1.1777877807617187e-05,2.381800411938129e-06,17.10785541534424,0.9110587228717093,0.9812270164489746,0.021963129255415416,1.2642037868499756,0.09052604133255775
1,10.776929044723511,1.3422263405925992,0.06023540496826172,0.0018422691050771576,0.0007927894592285156,0.0002592798704386342,24.0,1.201629638671875e-05,3.028009818717293e-06,13.495149374008179,1.2614786051010791,0.971999979019165,0.018047661956013962,1.3666085243225097,0.17550712161988483
1,6.3129857063293455,0.8921382093934004,0.04290099143981933,0.00046132003263113465,0.0007744312286376953,0.00026141188718824,32.0,1.1777877807617187e-05,2.0481807322420627e-06,8.824820232391357,0.957351056997592,0.9457618236541748,0.013426550765933663,1.367292547225952,0.14128688651692986
1,5.735606288909912,1.0198911805320583,0.036193037033081056,0.0010509874793146873,0.0008141994476318359,0.00022991445430119454,40.0,1.2826919555664062e-05,4.096361464484125e-06,7.644232320785522,0.892293868385369,0.9472607612609864,0.012800719039688688,0.7286801815032959,0.20312049688967895
1,5.468416404724121,1.2318739734925586,0.02983250617980957,0.0005779911694125215,0.0008164405822753906,0.00025415418295654426,48.0,1.3828277587890625e-05,3.1040231147507516e-06,7.328915309906006,1.3678839433096113,0.979663610458374,0.021026799833592458,0.6478941440582275,0.2152966960647069
1,3.2834121704101564,0.7704450249486298,0.02511134147644043,0.0011911413996938448,0.0006991863250732422,0.00014988562798648719,56.0,1.239776611328125e-05,2.649558874475106e-06,5.48974118232727,0.7098854688753176,1.0087947368621826,0.03744957015840795,0.9475231170654297,0.43073164285806975
1,2.7494180679321287,0.8715517753268365,0.027001190185546874,0.012023259378315936,0.0009014606475830078,0.00026111966982893725,64.0,1.2969970703125e-05,3.5105061186420366e-06,5.389579963684082,0.6064524876458357,1.270871925354004,0.5287215939013127,1.0715540409088136,0.17750346771129072
1,3.8421957015991213,1.1828744958368085,0.02085428237915039,0.0015543451034043569,0.0009379863739013671,0.00033388210514199757,72.0,1.25885009765625e-05,2.6836656218061847e-06,6.343031692504883,1.4403579628173844,1.0569276332855224,0.06968560107076364,1.0979414463043213,0.3582056176652055
